status,private pool,propertyType,street,baths,homeFacts,fireplace,city,schools,sqft,zipcode,beds,state,stories,mls-id,PrivatePool,MlsId,target
for sale,,single-family home,12345 Desert Dove Ave,3 Baths,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '2178 sqft', 'factLabel': 'lotsize'}, {'factValue': '$115/sqft', 'factLabel': 'Price/sqft'}]}",,El Paso,"[{'rating': ['4/10', '5/10', '6/10'], 'data': {'Distance': ['39.69mi', '39.69mi', '39.69mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['Fort Hancock High School', 'Fort Hancock Middle School', 'Benito Martinez Elementary School']}]","1,892 sqft",79938,4 Beds,TX,,,,812751,"$217,580"
,,Single Family,12734 Cedar Fly,2.0,"{'atAGlanceFacts': [{'factValue': '2010', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '5,227 sqft', 'factLabel': 'lotsize'}, {'factValue': '$158', 'factLabel': 'Price/sqft'}]}",Yes,San Antonio,"[{'rating': ['NA', '7/10', '7/10'], 'data': {'Distance': ['1.5 mi', '1.2 mi', '1.9 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['COLE EL', 'Briscoe Middle School', 'Taft High School']}]","1,393",78253,3,TX,1.0,,,1412134,"$220,000"
for sale,,single-family home,503 S Stonewall St,3 Baths,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Baseboard', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '7,013 sqft', 'factLabel': 'lotsize'}, {'factValue': '$168/sqft', 'factLabel': 'Price/sqft'}]}",,Midland,"[{'rating': ['4/10', '5/10', '3/10'], 'data': {'Distance': ['1.75mi', '4.6mi', '2.19mi'], 'Grades': ['9', '7-8', '9-12']}, 'name': ['Midland Freshman High School', 'Goddard J High School', 'Midland High School']}]","1,962 sqft",79701,4 Beds,TX,2.0,,,50025954,"$329,000"
for sale,,coop,3815 149th St #1L,,"{'atAGlanceFacts': [{'factValue': '1955', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.82 acres', 'factLabel': 'lotsize'}, {'factValue': '$3/sqft', 'factLabel': 'Price/sqft'}]}",,Flushing,"[{'rating': ['2/10', '7/10', '7/10'], 'data': {'Distance': ['0.5mi', '0.28mi', '1.19mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['Flushing High School', 'Jhs 189 Daniel Carter Beard', 'Ps 32 State Street']}]","114,151 sqft",11354,,NY,,,,3187516,"$295,000"
,,,950 Granville Dr,,"{'atAGlanceFacts': [{'factValue': None, 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': None, 'factLabel': 'Heating'}, {'factValue': None, 'factLabel': 'Cooling'}, {'factValue': None, 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Houston,"[{'rating': ['2/10', '2/10', '2/10'], 'data': {'Distance': ['0.4 mi', '0.6 mi', '3.1 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Wesley Elementary School', 'Williams Middle School', 'Washington B T High School']}]",,77091,0.32 acres,TX,,,,58400586,"$75,000"
,,Single Family,108 Antler Cir,2.0,"{'atAGlanceFacts': [{'factValue': '2003', 'factLabel': 'Year built'}, {'factValue': '2003', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '6,969 sqft', 'factLabel': 'lotsize'}, {'factValue': '$147', 'factLabel': 'Price/sqft'}]}",Yes,Hollywood Park,"[{'rating': ['9/10', '8/10', '7/10'], 'data': {'Distance': ['1.7 mi', '1.1 mi', '3.3 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Hidden Forest Elementary School', 'Bradley Middle School', 'Churchill High School']}]","2,487",78232,3,TX,1.0,,Yes,1425839,"$365,000"
for sale,,single-family home,14524 Dominic Azcarate Dr,2 Baths,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '5,301 sqft', 'factLabel': 'lotsize'}, {'factValue': '$114/sqft', 'factLabel': 'Price/sqft'}]}",,El Paso,"[{'rating': ['4/10', '5/10', '6/10'], 'data': {'Distance': ['39.69mi', '39.69mi', '39.69mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['Fort Hancock High School', 'Fort Hancock Middle School', 'Benito Martinez Elementary School']}]","1,637 sqft",79938,4 Beds,TX,,,,820072,"$185,950"
For sale,,Single Family,3112 Yucca Ave,Bathrooms: 2,"{'atAGlanceFacts': [{'factValue': '1939', 'factLabel': 'Year built'}, {'factValue': '1965', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '7,100 sqft lot', 'factLabel': 'lotsize'}, {'factValue': '$138', 'factLabel': 'Price/sqft'}]}",Yes,Fort Worth,"[{'rating': ['6/10', '3/10', '3/10'], 'data': {'Distance': ['0.4 mi', '0.2 mi', '0.1 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Oakhurst Elementary School', 'Riverside Middle School', 'Carter-Riverside High School']}]","Total interior livable area: 1,599 sqft",76111,3 bd,TX,1.0,14184967,,,"$220,000"
for sale,,lot/land,E 50th St,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '1.50 acres', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Jacksonville,"[{'rating': ['4/10', '3/10', '3/10'], 'data': {'Distance': ['0.47mi', '3.73mi', '2.45mi'], 'Grades': ['PK-5', '9-12', '6-8']}, 'name': ['North Shore Elementary School', 'Jean Ribault High School', 'Matthew W. Gilbert Middle School']}]",,32208,,FL,,,,1021023,"$150,000"
Active,,Condo/Townhome/Row Home/Co-Op,1832 16th St NW Unit 2,2,"{'atAGlanceFacts': [{'factValue': '1925', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air Heating', 'factLabel': 'Heating'}, {'factValue': 'Central A/C', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$951', 'factLabel': 'Price/sqft'}]}",,Washington,"[{'rating': ['8', '3', '6', '10', '5', 'NR', 'NR', 'NR'], 'data': {'Distance': ['0.3 mi', '0.7 mi', '1.0 mi', '0.2 mi', '0.4 mi', '0.9 mi', '0.3 mi', '0.4 mi'], 'Grades': ['PK–5', '6–12', '6–12', 'PK–5', 'PK–8', 'PK–8', '11–11']}, 'name': ['Marie Reed Elementary School', 'Cardozo Education Campus School', 'Columbia Heights Education Campus School', 'Ross Elementary School', 'Meridian PCS School', 'YouthBuild PCS School', 'St. Augustine Private School', 'The Private School For Ethics And Global Leadership']}]",1288,20009,2,DC,1,,,DCDC450902,"$1,224,900"
for sale,,single-family home,28202 E Benders Landing Blvd,6 Baths,"{'atAGlanceFacts': [{'factValue': '2008', 'factLabel': 'Year built'}, {'factValue': '2008', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Carport, Attached Garage', 'factLabel': 'Parking'}, {'factValue': '2.00 acres', 'factLabel': 'lotsize'}, {'factValue': '$155/sqft', 'factLabel': 'Price/sqft'}]}",yes,Spring,"[{'rating': ['8/10', '9/10'], 'data': {'Distance': ['1.14mi', '1.19mi'], 'Grades': ['7-8', 'PK-4']}, 'name': ['York J High School', 'Snyder Elementary School']}]","9,657 sqft",77386,5 Beds,TX,2.0,,yes,19839468,"$1,500,000"
Active,,,1018 High Meadow Ct ,"2,250","{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air, Natural Gas', 'factLabel': 'Heating'}, {'factValue': 'Central Air', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '5,446 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$190 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",1,LONGMONT,"[{'rating': ['4', '3', '8'], 'data': {'Distance': ['0.9 mi', '1.5 mi', '4.0 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Burlington Elementary School', 'Sunset Middle School', 'Niwot High School']}]","3,314",80501,Baths,CO,,,,8893115,"628,809"
for sale,,single-family home,3624 Elegant Saint Ct,2 Baths,"{'atAGlanceFacts': [{'factValue': '1987', 'factLabel': 'Year built'}, {'factValue': '1987', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '3,920 sqft', 'factLabel': 'lotsize'}, {'factValue': '$146/sqft', 'factLabel': 'Price/sqft'}]}",yes,Las Vegas,"[{'rating': ['1/10', '6/10', '2/10', 'None/10'], 'data': {'Distance': ['0.54mi', '0.65mi', '2.36mi', '1.24mi'], 'Grades': ['PK-5', 'PK-5', '9-12', '6-8']}, 'name': ['Clyde C Cox Elementary School', 'Gwendolyn Woolley Elementary School', 'Canyon Springs High School And The Leadership And', 'Ed Von Tobel Middle School']}]","1,507 sqft",89115,3 Beds,NV,1.0,,,2156156,"$219,900"
for sale,,single-family home,Rockford II - Villas Plan in Ascend at Seventeen Lakes,2 Baths,"{'atAGlanceFacts': [{'factValue': '2018', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '7,013 sqft', 'factLabel': 'lotsize'}, {'factValue': '$154/sqft', 'factLabel': 'Price/sqft'}]}",,Roanoke,"[{'rating': ['8/10', '8/10'], 'data': {'Distance': ['3.31mi', '2.15mi'], 'Grades': ['9-12', '6-8']}, 'name': ['Byron Nelson High School', 'John M Tidwell Middle School']}]","2,027 sqft",76262,4 Beds,TX,1.0,,,,"$311,900+"
Active,,"Bungalow, Cape Cod",11811 Mccracken Rd ,,"{'atAGlanceFacts': [{'factValue': '1954', 'factLabel': 'Year built'}, {'factValue': '1968', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air, Gas', 'factLabel': 'Heating'}, {'factValue': 'Has Heating', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '5,640 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$62 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Garfield Heights,"[{'rating': ['3', 'NR', '4', 'NR', '3'], 'data': {'Distance': ['0.4 mi', '0.6 mi', '1.2 mi', '1.4 mi', '0.8 mi'], 'Grades': ['K to 5', 'Preschool to 8', '6 to 8', '5 to 8', '9 to 12']}, 'name': ['Elmwood Elementary School', 'John Paul II Academy', 'Garfield Heights Middle School', 'Archbishop Lyke-St Timothy Campus', 'Garfield Heights High School']}]","1,296",44125,,OH,,,,4133894,"79,900"
,,Condo,501 NE 31st St UNIT 1706,2.0,"{'atAGlanceFacts': [{'factValue': '2018', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Electric', 'factLabel': 'Heating'}, {'factValue': 'No Data', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$528', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['10/10', '2/10'], 'data': {'Distance': ['22.5 mi', '1 mi'], 'Grades': ['PK-8', '6-8']}, 'name': ['Air Base Elementary School', 'Jose De Diego Middle School']}]","1,287",33137,3,FL,,,,A10523243,"$680,000"
for sale,,single-family home,2725 N Lakewood Ave,6 Baths,"{'atAGlanceFacts': [{'factValue': '2014', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '5060 sqft', 'factLabel': 'lotsize'}, {'factValue': '$550/sqft', 'factLabel': 'Price/sqft'}]}",yes,Chicago,"[{'rating': ['1/10', '6/10', '9/10'], 'data': {'Distance': ['9.56mi', '0.33mi', '1.14mi'], 'Grades': ['9-12', 'PK-8', '9-12']}, 'name': ['Hope College Prep High School', 'Agassiz Elementary School', 'Lincoln Park High School']}]","6,365 sqft",60614,5 Beds,IL,3.0,,,10421562,"$3,500,000"
Active,,High Rise,1900 N Bayshore Dr #510 ,,"{'atAGlanceFacts': [{'factValue': '2008', 'factLabel': 'Year built'}, {'factValue': '2008', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Air', 'factLabel': 'Heating'}, {'factValue': 'Has Cooling', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': '$375 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['3', '10', 'NR', '2', '2'], 'data': {'Distance': ['0.7 mi', '23.4 mi', '18.5 mi', '1.3 mi', '1.2 mi'], 'Grades': ['Preschool to 5', 'Preschool to 8', 'K to 9', '6 to 8', '9 to 12']}, 'name': ['Phyllis Wheatley Elementary School', 'Air Base Elementary School', 'Robert Morgan Voc-Tech Institute', 'Jose de Diego Middle School', 'Booker T. Washington Senior High School']}]",637,33132,,FL,,,,A10743164,"239,000"
for sale,,single-family home,6826 Highgrove Pl,7 Baths,"{'atAGlanceFacts': [{'factValue': '2002', 'factLabel': 'Year built'}, {'factValue': '2002', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '2.01 acres', 'factLabel': 'lotsize'}, {'factValue': '$129/sqft', 'factLabel': 'Price/sqft'}]}",yes,Concord,"[{'rating': ['4/10', '4/10', '3/10'], 'data': {'Distance': ['2.06mi', '2.01mi', '2.12mi'], 'Grades': ['6-8', 'K-5', '9-12']}, 'name': ['Northwest Cabarrus Middle', 'Charles E. Boger Elementary', 'Northwest Cabarrus High']}]","10,861 sqft",28027,4 Beds,NC,3.0,,yes,3442444,"$1,399,900"
Pre-foreclosure / auction,,Single Family,231 N Law St,Bathrooms: 1,"{'atAGlanceFacts': [{'factValue': '1895', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Baseboard', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '1,440 sqft', 'factLabel': 'lotsize'}, {'factValue': '', 'factLabel': 'Price/sqft'}]}",,Allentown,"[{'rating': ['NA', '2/10', '2/10'], 'data': {'Distance': ['1.1 mi', '0.6 mi', '1.6 mi'], 'Grades': ['K', '6-8', '9-12']}, 'name': ['Lincoln Early Chld Center', 'Harrison-Morton Middle School', 'William Allen High School']}]","Total interior livable area: 1,758 sqft",18102,5 bd,PA,3.0,,,,"$48,266"
Active,,,6803 Candlewood Dr South ,"2,000","{'atAGlanceFacts': [{'factValue': '1979', 'factLabel': 'Year built'}, {'factValue': '1979', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '8,824 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$125 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Jacksonville,"[{'rating': ['7', '2', '4'], 'data': {'Distance': ['2.7 mi', '3.9 mi', '3.4 mi'], 'Grades': ['K to 5', '6 to 8', '9 to 12']}, 'name': ['Chimney Lakes Elementary School', 'Jefferson Davis Middle School', 'Westside High School']}]","1,412",32244,Baths,FL,,,,1029554,"177,000"
for sale,,townhouse,2495 E 28th Ave,4 Baths,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$330/sqft', 'factLabel': 'Price/sqft'}]}",yes,Denver,"[{'rating': ['3/10', '4/10', '3/10'], 'data': {'Distance': ['0.59mi', '0.06mi', '1.08mi'], 'Grades': ['9-12', 'PK-5', '6-12']}, 'name': ['Manual High School', 'Columbine Elementary School', 'Bruce Randolph School']}]","2,352 sqft",80205,3 Beds,CO,,,,5835056,"$775,000"
for sale,,condo,2140 N Lincoln Ave #5207,2 Baths,"{'atAGlanceFacts': [{'factValue': '1973', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '1', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Chicago,"[{'rating': ['1/10', '10/10', '9/10'], 'data': {'Distance': ['8.8mi', '0.24mi', '0.17mi'], 'Grades': ['9-12', 'K-8', '9-12']}, 'name': ['Hope College Prep High School', 'Lincoln Elementary School', 'Lincoln Park High School']}]",,60614,2 Beds,IL,3.0,,,10508747,"$393,400"
for sale,,lot/land,5428 Closeburn Rd,,"{'atAGlanceFacts': [{'factValue': '2017', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '0.34 acres', 'factLabel': 'lotsize'}, {'factValue': '$76/sqft', 'factLabel': 'Price/sqft'}]}",,Charlotte,"[{'rating': ['8/10', '7/10', '7/10'], 'data': {'Distance': ['1.51mi', '2.91mi', '2.95mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Beverly Woods Elementary', 'Carmel Middle', 'South Mecklenburg High']}]","4,595 sqft",28210,5 Beds,NC,3,,,3546914,"$349,000"
Active,,Land,Fisher Rd,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '10019', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Ocklawaha,"[{'rating': ['3', '3', '4', '2', '5', '4'], 'data': {'Distance': ['6.4 mi', '7.8 mi', '6.5 mi', '8.2 mi', '13.0 mi', '13.1 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'K–5', '6–8', '9–12']}, 'name': ['Stanton-Weirsdale Elementary School', 'Lake Weir Middle School', 'Lake Weir High School', 'Emerald Shores Elementary School', 'Belleview Middle School', 'Belleview High School']}]",0,32179,,FL,,,,553433,"$7,000"
,,Single Family,6751 Perry St,2.0,"{'atAGlanceFacts': [{'factValue': '1952', 'factLabel': 'Year built'}, {'factValue': '1952', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '75 acres', 'factLabel': 'lotsize'}, {'factValue': '$71', 'factLabel': 'Price/sqft'}]}",,Jacksonville,"[{'rating': ['4/10', '2/10', '3/10'], 'data': {'Distance': ['0.4 mi', '2.4 mi', '3.2 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['North Shore Elementary School', 'Northwestern Middle School', 'Jean Ribault High School']}]","1,679",32208,4,FL,2,,,1015152,"$119,900"
for sale,,single-family home,5 Lake Hollingsworth Dr,3 Baths,"{'atAGlanceFacts': [{'factValue': '1952', 'factLabel': 'Year built'}, {'factValue': '1952', 'factLabel': 'Remodeled year'}, {'factValue': 'Heat Pump', 'factLabel': 'Heating'}, {'factValue': 'Central, Wall', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage, Detached Garage', 'factLabel': 'Parking'}, {'factValue': '0.67 acres', 'factLabel': 'lotsize'}, {'factValue': '$401/sqft', 'factLabel': 'Price/sqft'}]}",yes,Lakeland,"[{'rating': ['5/10', '2/10', '2/10'], 'data': {'Distance': ['0.96mi', '5.17mi', '1.13mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['Lakeland Senior High School', 'Sleepy Hill Middle School', ""Philip O'brien Elementary School""]}]","2,242 sqft",33803,3 Beds,FL,,,,L4909522,"$900,000"
For sale,,Single Family,6360 Mayo St,Bathrooms: 2,"{'atAGlanceFacts': [{'factValue': '1955', 'factLabel': 'Year built'}, {'factValue': '1955', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '4 spaces', 'factLabel': 'Parking'}, {'factValue': '6,359 sqft lot', 'factLabel': 'lotsize'}, {'factValue': '$222', 'factLabel': 'Price/sqft'}]}",,Hollywood,"[{'rating': ['4/10', '5/10', '4/10'], 'data': {'Distance': ['1.7 mi', '1.6 mi', '0.9 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Orange Brook Elementary School', 'Apollo Middle School', 'Mcarthur High School']}]","Total interior livable area: 1,300 sqft",33023,3 bd,FL,1.0,A10727585,,,"$289,000"
